ShortName,2000_note,2000_source,2000_value,2001_note,2001_source,2001_value,2002_note,2002_source,2002_value,2003_note,2003_source,2003_value,2004_note,2004_source,2004_value,2005_note,2005_source,2005_value,2006_note,2006_source,2006_value,2007_note,2007_source,2007_value,2008_note,2008_source,2008_value,2009_note,2009_source,2009_value,2010_note,2010_source,2010_value,2011_note,2011_source,2011_value,2012_note,2012_source,2012_value,2013_note,2013_source,2013_value,2014_note,2014_source,2014_value,2015_note,2015_source,2015_value,2016_note,2016_source,2016_value,2017_note,2017_source,2017_value,2018_note,2018_source,2018_value,2019_note,2019_source,2019_value,2020_note,2020_source,2020_value,data_country,data_year
Mozambique,,Telecomunicaçoes de Moçambique (TDM).,0.11,,Telecomunicaçoes de Moçambique (TDM).,0.16,,Telecomunicaçoes de Moçambique (TDM).,0.26,,Instituto Nacional das Comunicações de Moçambique (INCM).,0.42,,Instituto Nacional das Comunicações de Moçambique (INCM).,0.68,,ITU estimate.,0.85,,Instituto Nacional das Comunicações de Moçambique (INCM).,0.84,,INCM,0.91,,INCM,1.56,,INCM,2.68,,Instituto Nacional das Comunicaçőes de Moçambique,4.17,,ITU estimate.,4.30,,ITU estimate.,6.00,,ITU estimate.,7.29,,ITU estimate.,9.24,,ITU estimate.,16.93,,ITU estimate.,17.52,,ITU estimate.,20.77,,,,,,,,,,,
Myanmar,,,,,,0.00,,,0.00,,,0.02,,,0.02,,,0.07,,"Ministry of Communications, Posts and Telegraphs.",0.18,,"Ministry of Communications, Posts and Telegraphs.",0.22,,"Ministry of Communications, Posts and Telegraphs",0.22,,ITU estimate.,0.22,,"Ministry of Communications, Posts and Telegraphs",0.25,,"Ministry of Communications, Posts and Telegraphs",0.98,,ITU estimate.,4.00,,ITU estimate.,8.00,,ITU estimate.,11.52,,ITU estimate.,21.73,,ITU estimate.,25.07,,Central Statistical Organization,23.62,,,,,,,,,,,
Namibia,,Telecom Namibia.,1.64,,Telecom Namibia.,2.42,,Namibian Communications Commission (NCC).,2.63,,Namibian Communications Commission (NCC).,3.36,,Namibian Communications Commission (NCC).,3.80,,ITU estimate.,4.01,,Namibian Communications Commission (NCC).,4.40,,Namibian Communications Commission (NCC).,4.84,,Namibian Communications Commission (NCC).,5.33,,ITU estimate.,6.50,,Central Bureau of Statistics,11.60,,ITU estimate.,12.00,,ITU estimate.,12.94,,ITU estimate.,13.90,,ITU estimate.,14.84,,ITU estimate.,25.69,,ITU estimate.,31.03,,ITU estimate.,36.84,,,,,,,,,,,
Nauru,,,,,,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,Population age 15+.,"Nauru Bureau of Statistics
Government Ministry of Finance",54.00,,,,,,,,,,,,,,,,,ITU Estimate1.,62.39,,,,,,,,,,,
Nepal (Republic of),,Nepal Telecom.,0.20,December 2001.,Nepal Telecom.,0.24,,Nepal Telecom.,0.31,,Nepal Telecommunications Authority (NTA).,0.38,,Nepal Telecommunications Authority (NTA).,0.45,,Nepal Telecommunications Authority (NTA).,0.83,,Nepal Telecommunications Authority (NTA).,1.14,,Nepal Telecommunications Authority,1.41,,Nepal Telecommunications Authority,1.73,,Nepal Telecommunications Authority,1.97,December.,Nepal Telecommunications Authority,7.93,December.,Nepal Telecommunications Authority,9.00,,ITU estimate.,11.15,,ITU estimate.,13.30,,ITU estimate.,15.44,,ITU estimate.,17.58,,ITU estimate.,19.69,,ITU estimate.,21.40,,,,,,,,,,,
Netherlands,,"KPN, Libertel.",43.98,,Independent Post and Telecommunications Authority (OPTA).,49.37,Population age 16-74 using Internet in the last 3 months.,Eurostat.,61.29,Population age 16-74 using Internet in the last 3 months.,Eurostat.,64.35,Population age 16-74 using Internet in the last 3 months.,Eurostat.,68.52,Population age 16-74 using Internet in the last 12 months.,Eurostat.,81.00,Population age 16-74 using Internet in the last 12 months.,Eurostat.,83.70,Population age 16-74 using Internet in the last 12 months.,Eurostat.,85.82,Population age 16-74 using Internet in the last 12 months.,Eurostat.,87.42,Population age 16-74 using Internet in the last 12 months.,Eurostat.,89.63,Population age 16-74 using Internet in the last 12 months.,Eurostat.,90.72, Users in the last 3 months. Age 16-74.,Eurostat.,91.42, Users in the last 3 months.,Eurostat.,92.86,Population age 16-74.,Eurostat.,93.96,Break in series. Population age 12+.,Statistics Netherlands.,91.67,,ITU,91.72,,ITU,90.41,,Statistics Netherlands,93.20,,Statistics Netherlands,92.57,,Statistics Netherlands,93.29,,,,,
New Caledonia,,Office des postes et des télécommunications (OPT).,13.94,,Office des postes et des télécommunications (OPT).,18.24,,Office des postes et des télécommunications (OPT).,22.39,,Office des postes et des télécommunications (OPT).,26.41,,Office des postes et des télécommunications (OPT).,30.30,,Office des postes et des télécommunications (OPT).,32.36,,Office des postes et des télécommunications (OPT).,33.52,,Office des Postes et Télécommunications de Nouvelle-Calédonie,35.05,,Office des Postes et Télécommunications de Nouvelle-Calédonie,34.51,,Office des Postes et Télécommunications de Nouvelle-Calédonie,33.99,,ITU estimate. ,42.00,,ITU estimate. ,50.00,,ITU estimate.,58.00,,ITU estimate.,66.00,,ITU estimate.,70.00,,ITU estimate.,74.00,,,,,ITU estimate.,82.01,,,,,,,,,,,
New Zealand,,ITU estimate.,47.38,,ITU estimate.,53.24,,ITU estimate.,59.08,,ITU estimate.,60.96,,ITU estimate.,61.85,,ITU estimate.,62.72,Population age 15+.,Statistics New Zealand.,69.00,Estimate based on survey's results. Population age 15+.,ITU estimate.,69.76,Estimate based on survey's results. Population age 15+.,ITU estimate.,72.03,Population age 15+.,Statistics New Zealand.,79.70,,ITU estimates.,80.46,,ITU estimates.,81.23,Recent users are those who used the Internet in the last 12 months. Individuals age 15+.,Statistics New Zealand,81.64,,ITU estimate.,82.78,,ITU estimate.,85.50,,ITU estimate.,88.22,,ITU estimate.,88.47,,ITU estimate.,90.81,,,,,,,,,,,
Nicaragua,,,0.98,,,1.45,,,1.71,,,1.88,,,2.32,,,2.57,,Instituto Nacional de Información de Desarrollo,2.81,,ITU estimate.,3.90,,ITU estimate.,5.30,,ITU estimate.,7.30,,ITU estimate.,10.00,,Instituto Nicaraguense de Telecomunicaciones y Correos,10.60,,ITU estimate.,13.50,,ITU estimate.,15.50,,ITU estimate.,17.60,,ITU estimate.,19.70,,ITU estimate.,24.57,,ITU estimate.,27.86,,,,,,,,,,,
Niger,,,0.04,,,0.11,,,0.13,,ITU estimate.,0.16,,ITU estimate.,0.19,,ITU estimate.,0.22,,ITU estimate.,0.29,,ITU estimate.,0.39,,Institut National de la Statistique (INS).,0.70,,Institut National de la Statistique,0.76,,ITU estimate.,0.83,,Institut National de la Statistique,0.90,,ITU estimate.,1.05,,ITU estimate.,1.15,,Institut National de la Statistique (INS).,1.25,,ITU estimate.,2.48,,ITU estimate.,4.32,,"Ministère des Postes, des Télécommunications et de l'Economie Numérique",10.22,,"Ministère des Postes, des Télécommunications et de l'Economie Numérique",5.25,,,,,,,,
Nigeria,,Nigerian Telecommunications Plc (NITEL).,0.06,,Nigerian Telecommunications Plc (NITEL).,0.09,,Nigerian Communications Commission (NCC).,0.32,,Nigerian Communications Commission (NCC).,0.56,,Nigerian Communications Commission (NCC).,1.29,,NCC estimate.,3.55,,Nigerian Communications Commission (NCC).,5.55,,ITU estimate.,6.77,,ITU estimate.,8.00,,ITU estimate.,9.30,,ITU estimate.,11.50,,ITU estimate.,13.80,,ITU estimate.,16.10,,ITU estimate.,19.10,,ITU estimate.,21.00,18+,ITU estimate.,36.00,,ITU estimate.,25.67,,,,,,,,,,,,,,
Niue,,,26.51,,,32.66,,,39.15,,,43.13,,,47.34,,,51.70,,ITU estimate.,56.25,,ITU estimate.,61.01,,ITU estimate.,65.92,,ITU estimate.,74.48,,ITU estimate.,76.97,,ITU estimate.,79.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,,Makedonski Telekomunikacii A.D.,2.49,,Makedonski Telekomunikacii A.D.,3.47,,Makedonski Telekomunikacii A.D.,17.33,,Makedonski Telekomunikacii A.D.,19.07,Population age 16-74.,Eurostat.,24.44,Population age 16-74.,ITU estimate.,26.45,Population age 16-74.,Eurostat.,28.62,Population age 16-74.,ITU estimate.,36.30,Population age 16-74.,Eurostat.,46.04,Population age 16-74.,Eurostat.,51.77,"Population age 15-74.
",Agency for Electronic Communications,51.90,Population age 15-74.,Agency for Electronic Communications,56.70, Population age 16-74 using in the last 3 months.,Eurostat.,57.45, Population age 16-74 using in the last 3 months.,Eurostat.,65.24, Population age 16-74 using in the last 3 months.,Eurostat,68.06,last 3 months.,Eurostat,70.38,last 3 months.,ITU,72.16,,State Statistical Office,74.52,,State Statistical Office,79.17,,,,,,,,
Norway,,ITU estimate.,52.00,,ITU estimate.,64.00,,ITU estimate.,72.84,Population age 16-74.,Eurostat.,78.13,Population age 16-74.,Eurostat.,77.69,Population age 16-74.,Eurostat.,81.99,Population age 16-74.,Eurostat.,82.55,Population age 16-74.,Eurostat.,86.93,Population age 16-74.,Eurostat.,90.57,Population age 16-74.,Eurostat.,92.08,"Population age 16-74.
",Eurostat.,93.39, Users in the last 3 months. Age 16-74.,Eurostat.,93.49, Users in the last 3 months.,Eurostat.,94.65,Population age 16-74.,Eurostat.,95.05,Population age 16-74.,Eurostat,96.30,last 3 months.,Statistics Norway,96.81,last 3 months.,Statistics Norway,97.30,last 3 months.,Statistics Norway,96.36,,Statistics Norway,96.49,,Statistics Norway,98.00,,,,,
Oman,"Based on the number of Internet subscriptions, a multiplier of 3.54 was used to estimate the proportion of Internet users. ",,3.52,"Based on the number of Internet subscriptions, a multiplier of 3.54 was used to estimate the proportion of Internet users. ",,5.89,"Based on the number of Internet subscriptions, a multiplier of 3.54 was used to estimate the proportion of Internet users. ",,6.87,,,7.26,,,6.76,,,6.68,,,8.30,Excl. mobile Internet users. ,Telecommunications Regulatory Authority,16.68,,Telecommunication Regulatory Authority,20.00,,ITU estimate.,26.80,Population age 5+. Census.,Telecommunication Regulatory Authority,35.83,,ITU estimate.,48.00,,ITU estimate.,60.00,Population age 5+. Excluding population living in workers’ camps.,ITA.,66.45,,ITU estimate.,70.22,,ITU estimate.,73.53,,Information Technology Authority (ITA) ,76.85,,ITU estimate.,80.19,,,,,"Ministry of Transport, Communications and Information Technology ",95.23,,,,,
Pakistan,,,,,,1.32,,,2.58,,,5.04,,,6.16,,,6.33,,ITU estimate. ,6.50,,ITU estimate. ,6.80,,ITU estimate. ,7.00,,ITU estimate. ,7.50,,ITU estimate. ,8.00,,ITU estimate. ,9.00,,ITU estimate.,9.96,,ITU estimate.,10.90,,ITU estimate.,12.00,,Pakistan Bureau of Statistics ,14.00,,ITU,12.39,,ITU estimate.,17.11,,,,,Pakistan Bureau of Statistics,17.07,,,,,
Palau,,,,,,,,,20.24,,,21.60,,,26.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palestine,,,1.11,,,1.84,,,3.10,,,4.13,,,4.40,Population age 10+.,ITU estimate. ,16.01,Population age 10+.,Palestinian Central Bureau of Statistics,18.41,Population age 10+.,ITU estimate. ,21.18,Population age 10+.,ITU estimate.,24.36,Population age 10+.,Palestinian Central Bureau of Statistics,32.23,Refers to total population.,ITU estimate.,37.40,Refers to total population.,ITU estimate based on Palestinian Central Bureau of Statistics,41.08,,Palestinian Central Bureau of Statistics,43.40,,ITU estimate.,46.60,Population age 10+.,Palestinian Central Bureau of Statistics,53.67,,ITU estimate.,57.42,,ITU estimate.,61.18,,ITU estimate.,65.20,,Palestinian Central Bureau of Statistics,64.40,,Palestinian Central Bureau of Statistics,70.62,,,,,
Panama,,,6.55,,,7.27,,,8.52,,,9.99,,,11.14,,,11.48,,,17.35,,Autoridad Nacional de los Servicios Públicos,22.29,"Multipliers were applied to residential and commercial suscriptions, taking into account the average size of households and employees per business.",Autoridad Nacional de los Servicios Públicos (ASEP),33.82,"Multipliers were applied to residential and commercial suscriptions, taking into account the average size of households and employees per business.",Autoridad Nacional de los Servicios Públicos (ASEP),39.08,"
Multipliers were applied to residential and commercial suscriptions, taking into account the average size of households and employees per business.",Autoridad Nacional de los Servicios Públicos (ASEP),40.10,Preliminary.,Autoridad Nacional de los Servicios Públicos (ASEP),42.70,last 6 months. Population age 10+.,Instituto Nacional de Estadística y Censo,40.30,Population age 10+.,Instituto Nacional de Estadística y Censo,44.03,Population age 10+.,Instituto Nacional de Estadística y Censo,44.92,,ITU,51.21,,ITU estimate.,54.00,,Instituto Nacional de Estadística y Censo,59.95,,Instituto Nacional de Estadística y Censo,61.81,,Instituto Nacional de Estadística y Censo,63.63,,,,,
Papua New Guinea,,Telikom PNG.,0.84,,Telikom PNG.,0.90,,Telikom PNG.,1.32,,Telikom PNG.,1.37,,Telikom PNG.,1.51,,Telikom PNG.,1.72,,Telikom PNG.,1.75,,ITU estimate.,1.79,Population age 10+.,National Information & Communications Technology Authority,1.15,Population age 10+.,National Information & Communications Technology Authority,1.61,Population age 10+.,National Information & Communications Technology Authority,1.28,,ITU estimate.,2.00,,ITU estimate.,3.50,,ITU estimate.,5.10,,ITU estimate.,6.50,,ITU estimate.,7.90,,ITU estimate.,9.60,,ITU estimate.,11.21,,,,,,,,,,,
Paraguay,,Comisión Nacional de Telecomunicaciones.,0.75,,Comisión Nacional de Telecomunicaciones.,1.10,,Comisión Nacional de Telecomunicaciones.,1.79,,Comisión Nacional de Telecomunicaciones.,2.11,,Comisión Nacional de Telecomunicaciones.,3.45,Population age 10+ using internet in the last 3 months. ,"Dirección General de Estadística, Encuestas y Censos",7.91,Estimated based on Survey's results. Population age 10+.,ITU estimate.,7.96,Population age 10+ using internet in the last 3 months. ,"Dirección General de Estadística, Encuestas y Censos",11.21,Population age 10+ using internet in the last 3 months. ,"Dirección General de Estadística, Encuestas y Censos",14.27,Population age 10+ using internet in the last 3 months. ,"Dirección General de Estadística, Encuestas y Censos",18.90,Population age 10+ using internet in the last 3 months. ,Comisión Nacional de Telecomunicaciones,19.80,Population age 10+ using internet in the last 3 months. ,"Dirección General de Estadística, Encuestas y Censos (DGEEC)",24.76,Population age 10+ using internet in the last 3 months. ,"Direccion General de Estadistica, Encuestas y Censos",29.34,Population age 10+ using internet in the last 3 months. ,"Direccion General de Estadistica, Encuestas y Censos",36.90,Population age 10+ using internet in the last 3 months. ,"Direccion General de Estadistica, Encuestas y Censos",43.00,"Dato recalculado debido a la disponibilidad de nuevos ponderadores, ajustados a las nuevas proyecciones de población basadas en el último Censo Nacional de Población y Viviendas de 2012","Direccion General de Estadistica, Encuestas y Censos",49.72,,"Direccion General de Estadistica, Encuestas y Censos",53.40,,"Direccion General de Estadistica, Encuestas y Censos",61.08,,"Direccion General de Estadistica, Encuestas y Censos",64.99,,"Dirección General de Estadística, Encuestas y Censos (DGEEC)",68.52,,,,,
Peru,,ITU estimate.,3.08,,Maximixe estimate.,7.58,,Maximixe estimate.,8.97,,Instituto Nacional de Estadística e Informática,11.60,Estimated based on Survey's results (2003 and 2008).,ITU estimate based on INEI.,14.10,Estimated based on Survey's results (2003 and 2008).,ITU estimate based on INEI.,17.10,Estimated based on Survey's results (2003 and 2008).,ITU estimate based on INEI.,20.70,Estimated based on Survey's results (2003 and 2008).,ITU estimate based on INEI.,25.20,Population age 6+ using Internet in the last month.,Instituto Nacional de Estadística e Informática,30.57,Population age 6+.,Ministerio de Transportes y Comunicaciones,31.40,Population age 6+.,Instituto Nacional de Estadística e Informática,34.77,Población de 6 y más  años de edad,INSTITUTO NACIONAL DE ESTADÍSTICA E INFORMÁTICA (INEI),36.01,Population age 6+.,Instituto Nacional de Estadistica e Informatica,38.20,Population age 6+.,Instituto Nacional de Estadistica e Informatica,39.20,Population age 6+.,Instituto Nacional de Estadistica e Informatica,40.20,,Instituto Nacional de Estadistica e Informatica,40.85,El periodo de referencia es el mes anterior.,Instituto Nacional de Estadistica e Informatica,45.46,El periodo de referencia es el mes anterior.,Instituto Nacional de Estadistica e Informatica,50.45,,Instituto Nacional de Estadistica e Informatica,55.05,,Instituto Nacional de Estadística e Informática - INEI,59.95,,,,,
Philippines,,National Telecommunications Commission (NTC).,1.98,,National Telecommunications Commission (NTC).,2.52,,National Telecommunications Commission (NTC).,4.33,,National Telecommunications Commission (NTC).,4.86,,National Telecommunications Commission (NTC).,5.24,,ITU estimate.,5.40,,National Telecommunications Commission (NTC).,5.74,,National Telecommunications Commission (NTC).,5.97,,National Telecommunications Commission (NTC).,6.22,,National Telecommunications Commission (NTC).,9.00,,NATIONAL TELECOMMUNICATIONS COMMISSION,25.00,,ITU estimate.,29.00,,ITU estimate.,36.24,Population aged 10-64.,Office of the National Statistician.,48.10,,ITU estimate.,49.60,18+,ITU estimate.,36.00,,ITU estimate.,55.50,,ITU estimate.,60.05,,,,,"Office of the National Statistician, Philippine Statistics Authority",43.03,,,,,
Poland,,Office of Electronic Communications.,7.29,,Office of Electronic Communications.,9.90,,Office of Electronic Communications.,21.15,,Office of Electronic Communications.,24.87,Population age 16-74.,Eurostat.,32.53,Population age 16-74.,Eurostat.,38.81,Population age 16-74.,Eurostat.,44.58,Population age 16-74.,Eurostat.,48.60,Population age 16-74.,Eurostat.,53.13,Population age 16-74.,Eurostat.,58.97,Population age 16-74.,Eurostat.,62.32, Users in the last 3 months. Age 16-74.,Eurostat.,61.95, Users in the last 3 months.,Eurostat.,62.31,Population age 16-74.,Eurostat.,62.85,Population age 16-74. Last three months.,Central Statistical Office.,66.60,Individuals aged 16-74 who used the Internet in the last 3 months.,Central Statistical Office,68.00,,ITU,73.30,individuals aged 16-74 who use the Internet in the last 3 months ,Central Statistical Office,75.99,,Central Statistical Office,77.54,,Statistics Poland,80.44,,,,,
Portugal,,EuroBarometer. ITU estimate. UMIC.,16.43,,EuroBarometer. ITU estimate. UMIC.,18.09,Population age 16-74 using Internet in the last 3 months.,Eurostat.,19.37,Population age 16-74.,Eurostat.,29.67,Population age 16-74.,Eurostat.,31.78,Population age 16-74.,Eurostat.,34.99,Population age 16-74.,Eurostat.,38.01,Population age 16-74.,Eurostat.,42.09,Population age 16-74.,Eurostat.,44.13,Population age 16-74.,Eurostat.,48.27,Population age 16-74.,Eurostat.,53.30, Users in the last 3 months. Age 16-74.,Eurostat.,55.25, Users in the last 3 months.,Eurostat.,60.34,Population age 16-74.,Eurostat.,62.10,Population age 16-74.,Eurostat,64.59,,Instituto Nacional de Estatistica,68.63,,Instituto Nacional de Estatistica,70.42,,Instituto Nacional de Estatistica,73.79,,Instituto Nacional de Estatistica,74.66,,Statistics Portugal,75.35,,,,,
Puerto Rico,,Puerto Rico Telephone Company (PRTC).,10.47,,Puerto Rico Telephone Company (PRTC).,15.63,,Puerto Rico Telephone Company (PRTC).,17.55,,Puerto Rico Telephone Company (PRTC).,19.71,,Puerto Rico Telephone Company (PRTC).,22.13,,ITU estimate.,23.40,,Puerto Rico Telephone Company (PRTC).,25.44,,Instituto de Estadísticas de Puerto Rico,27.86,"Source: Estudios Técnicos, Inc., Internet Pulse, 2008.  Reference population: All inhabitants 12 years and older.  ",Puerto Rico Institute of Statistics,38.00,Population age 12+. ,ITU estimate.,41.50,"Source: Estudios Técnicos, Inc., Internet Pulse, 2010.  Reference population: All inhabitants 12 years and older.  ",Puerto Rico Institute of Statistics,45.30,"Source: Estudios Técnicos, Inc., Estudio de comportamiento sobre el uso de medios digitales y móviles, 2011.  Reference population: All inhabitants 12 years and older.  ",Puerto Rico Institute of Statistics,48.00,Source: Connect Puerto Rico. 2012 Connect Puerto Rico Residential Technology Assessment. www.connectpr.org,Instituto de Estadisticas de Puerto Rico,69.00,Population age 18+.,Instituto de Estadisticas de Puerto Rico,69.00,,,,,Puerto Rico Institute of Statistics,63.47,Number of individuals who used the Internet in the last three months at home. ,Puerto Rico Institute of Statistics,68.64,"U.S. Census Bureau, 2017 ACS 1-Year Estimates – PUMS. Release date: October 31, 2018.",Puerto Rico Institute of Statistics,68.74,,Puerto Rico Institute of Statistics,70.86,,,77.74,,,,,
Qatar,,,4.86,,,6.17,,,10.23,,,19.24,,,20.70,,,24.73,,,28.97,,ictQATAR,37.00,,ITU estimate.,44.30,,ITU estimate.,53.10,Refers to overall population. ,Supreme Council of Information & Communication Technology ,69.00,Refers to overall population.,ITU estimate.,69.00,Overall population.,Ministry Of Information & Communication Technology (ictQATAR),69.30,Preliminary. Refers to overall population.,Ministry Of Information & Communication Technology (ictQATAR),85.30,,ITU estimate.,91.49,,Ministry of Transport and Communications,92.88,,,95.12,,Ministry of Transport and Communications,97.39,,Ministry of Transport and Communications,99.65,,Ministry of Transport and Communications,99.65,,,,,
Réunion,,,13.82,,,16.30,,,20.05,,,23.67,,,25.89,,,28.06,,ITU estimate.,30.18,,ITU estimate.,32.25,,ITU estimate.,34.29,,ITU estimate.,36.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,,Rom-Telecom.,3.61,,Rom-Telecom.,4.54,,National Regulatory Authority for Communications.,6.58,,ITU estimate based on Eurostat.,8.90,,Eurostat.,15.00,Estimated based on Survey's results. Population age 16-74.,ITU estimate based on Eurostat.,21.50,Population age 16-74.,Eurostat.,24.66,Population age 16-74.,Eurostat.,28.30,Population age 16-74.,Eurostat.,32.42,Population age 16-74.,Eurostat,36.60,Population age 16-74.,Eurostat.,39.93, Users in the last 3 months. Age 16-74.,Eurostat.,40.01, Users in the last 3 months.,Eurostat.,45.88,Population age 16-74.,Eurostat.,49.76,Population age 16-74.,Eurostat,54.08,Number of individuals internet user in the last 3 months,National Institute of Statistics,55.76,Number of individuals internet user in the last 3 months,National Institute of Statistics,59.50,Number of individuals internet user in the last 3 months,National Institute of Statistics,63.75,,National Institute of Statistics,70.68,,National Institute of Statistics,73.66,,,,,
Russian Federation,,,1.98,,,2.94,,,4.13,,,8.30,,,12.86,,,15.23,,,18.02,,Ministry of Telecom and Mass Communications of the Russian Federation,24.66,,ITU estimate.,26.83,Population age less tan 74.,State Statistics Committe.,29.00,Population age 16-74.,Ministry of Telecom and Mass Communications of the Russian Federation,43.00,,Ministry of Telecom and Mass Communications of the Russian Federation,49.00,,Federal State Statistics Service of the Russian Federation,63.80,Population age 15-72.,Federal State Statistics Service of the Russian Federation,67.97,Population age 15-72 who used the Internet in the last 12 months.,Federal State Statistics Service of the Russian Federation,70.52,Number of population aged 15-72 years who used the Internet in the last 3 months,Federal State Statistics Service of the Russian Federation,70.10,Number of population aged 15-72 years who used the Internet in the last 3 months,Federal State Statistics Service of the Russian Federation,73.09,Number of population aged 15-74 years who used the Internet in the last 3 months ,Federal State Statistics Service of the Russian Federation,76.01,,Federal State Statistics Service of the Russian Federation,80.86,,Federal State Statistics Service (Rosstat) ,82.64,,,,,
Rwanda,,,0.06,,,0.24,,,0.29,,,0.36,,,0.43,,ITU estimate.,0.56,,,,,ITU estimate.,2.12,,Agence Rwandaise de Régulation des Services d'Utilité Publique (RURA),4.50,Survey conducted by Rwanda Utilities Regulatory Agency in February 2010,Agence Rwandaise de Régulation des Services d'Utilité Publique (RURA),7.70,,ITU based on RURA report.,8.00,,ITU based on RURA report.,7.00,,ITU estimate.,8.02,,ITU estimate.,9.00,,ITU estimate.,10.60,,ITU estimate.,18.00,,ITU estimate.,20.00,,ITU estimate.,21.77,,,,,,,,,,,
Saint Kitts and Nevis,,,5.86,,,7.71,,,21.15,,,22.97,,,24.74,,ITU estimate.,34.00,,ITU estimate.,38.50,,ITU estimate.,43.50,,ITU estimate.,49.20,,ITU estimate.,55.70,,Statistics Departments in St. Kitts and Nevis,63.00,,ITU estimate.,63.20,,ITU estimate.,64.00,,ITU estimate.,64.60,,ECTEL,68.00,,ITU estimate.,75.70,,ITU estimate.,76.82,,ITU estimate.,80.71,,,,,,,,,,,
Saint Lucia,,,5.09,,,8.18,,,14.64,,,20.98,,,21.40,,,21.57,,ITU estimate.,24.50,,ITU estimate.,27.90,,ITU estimate.,30.00,,ITU estimate.,31.00,Census.,ITU estimate.,32.50,,ITU estimate.,34.00,15 years and older. Last 12 months.,"Ministry of the Public Service, Information and Broadcasting.",34.82,,ITU estimate.,36.00,,ECTEL.,39.70,,ITU estimate.,42.53,,ITU estimate.,46.73,,ITU estimate.,50.82,,,,,,,,,,,
Saint Vincent and the Grenadines,"Estimation based on GPRS subscribers, fixed and mobile.",Cable and Wireless (W.I.) Ltd.  (C&W).,3.25,"Estimation based on GPRS subscribers, fixed and mobile.",Cable and Wireless (W.I.) Ltd.  (C&W).,5.09,"Estimation based on GPRS subscribers, fixed and mobile.",National Telecommunications Regulatory Commission.,5.55,Estimate.,National Telecommunications Regulatory Commission.,6.46,Estimate.,National Telecommunications Regulatory Commission.,7.37,Estimate.,National Telecommunications Regulatory Commission.,9.20,,ITU estimate.,12.00,,ITU estimate.,16.00,,ITU estimate.,21.00,,ITU estimate.,31.00,,ITU estimate.,33.70,,ITU estimate.,36.70,,ITU estimate.,40.00,,ITU estimate.,43.50,,ECTEL,47.40,Total Fixed broadband Internet Subscribers,Statistical Office,17.13,Total Fixed broadband Internet Subscribers,ITU,20.69,,,,,,,,,,,,,,
Samoa,,Samoa Communications Ltd.,0.57,,Samoa Communications Ltd.,1.69,,Samoa Communications Ltd.,2.24,,Samoa Communications Ltd.,2.80,,Samoa Communications Ltd.,3.08,,Samoa Communications Ltd.,3.35,,Samoa Communications Ltd.,4.47,,ITU estimate.,4.75,,ITU estimate.,5.03,,ITU estimate.,6.00,,ITU estimate. ,7.00,,ITU estimate. ,11.00,,ITU estimate.,12.92,,ITU estimate.,15.30,,ITU estimate.,21.20,,ITU estimate.,25.41,,ITU estimate.,29.41,,ITU estimate.,33.61,,,,,,,,,,,
San Marino,,,48.80,,,50.34,,,50.83,,,50.00,,,50.57,,,50.26,,Direzione Generale Poste e Telecomunicazioni.,50.21,,Direzione Generale Poste e Telecomunicazioni.,50.36,,Direzione Generale Poste e Telecomunicazioni,54.52,,Direzione Generale Poste e Telecomunicazioni,54.21,,,,,Direzione Generale Poste e Telecomunicazioni,49.60,,,,,,,,,,,,,,,,,ITU estimate.,60.18,,,,,,,,,,,
Sao Tome and Principe,,Companhia Santomense de Telecomuniçaôes s.a.r.l. (CST).,4.64,,Companhia Santomense de Telecomuniçaôes s.a.r.l. (CST).,6.31,,Companhia Santomense de Telecomuniçaôes s.a.r.l. (CST).,7.58,,ITU estimate.,10.16,,ITU estimate.,13.32,,ITU estimate.,13.76,,ITU estimate.,14.18,,Companhia Santomense de Telecomuniçaôes s.a.r.l. (CST).,14.59,,ITU estimate.,15.48,,ITU estimate.,16.41,,Autoridade Geral de Regulação,18.75,,ITU estimate.,20.16,,ITU estimate.,21.57,,ITU estimate.,23.00,,ITU estimate.,24.41,,ITU estimate.,25.82,,ITU estimate.,28.00,,ITU estimate.,29.93,,,,,,,,,,,
Saudi Arabia,,Saudi Telecommunications Company.,2.21,,Saudi Telecommunications Company.,4.68,,Saudi Telecommunications Company.,6.38,,Saudi Telecommunications Company.,8.00,,Saudi Telecommunications Company.,10.23,,Communication and Information Technology Commission.,12.71,,Communication and Information Technology Commission.,19.46,,CITC Market Studies Department.,30.00,,CITC Market Studies Department. ,36.00,,CITC,38.00,,Communication and Information Technology Commission,41.00,,Communication and Information Technology Commission,47.50,,ITU estimate.,54.00,,ITU estimate.,60.50,Population age 12-65 over total population,Communication and Information Technology Commission,64.71,"please not that this number is reflecting the whole pouplition, based on the age range 12-65 years for the study it is 70% of the pouplation",Communications & IT Commission,69.62,,ITU,74.88,,Communications & IT Commission,94.18,,Communications & IT Commission,93.31,,Communications andI nformation Technology Commision,95.72,,,,,
