198,DG Systems & Services,,Country Data,Digital Government,UN e-Gov Dev Index,DG Institution,DG Strategy,Whole of Government,GovTech,GovTech Products and Services,"Finance Ministry web site, Public Finance data, and FMIS links",Financial Management Information System,Treasury Single Account,Tax Administration,Customs Administration,e-Filing,e-Payment,Digital Signature,Public Employment,HRMIS,Payroll System,e-Procurement,Public Debt,Public Investment Management Systems,Aid Mgmt Systems,Other Categories,Data Governance Maturity,"Data Governance Institution, Policy & Regulations","Government Cloud, Enterprise Architecture and Interoperability Platform", National CERT or CSIRT,National website for citizen participation,National website for citizen feedback / GRM,Government responsiveness,Legal System Type,Data Protection & Privacy Laws,Data Protection Agency,Right to Information Law,WDR Survey Results,WJP Rule of Law Index,Freedom in the World (2020),Freedom on the Net (2019),Is there an Open Government initiative?,Is there an Open Data portal?,Disruptive Technologies,PS Digital Skills & Innovation Strategy,Digital Skills & Innovation,PS Digital Skills & Innovation Institution,Open Source Policies adopted by the governments,ID4D,Government Effectiveness,Control of Corruption,CPI,GTMI > Expert opinion for weights,Core Gov Systems,Public Services,Citizen Engage,GovTech Enablers,I-1,I-2,I-3,I-4,I-5,I-6,I-7,I-8,I-9,I-10,I-11,I-12,I-13,I-14,I-15,I-16,I-17,I-18,I-19,I-20,I-21,I-22,I-23,I-24,I-25,I-26,I-27,I-28,I-29,I-30,I-31,I-32,I-33,I-34,I-35,I-36,I-37,I-38,I-39,I-40,I-41,I-42,I-43,I-44,I-45,I-46,I-47,I-48,GovTech Index,Comparison with UN,No weight,Comparison with weights,Standardized,Comparison with Indicators,No Weights,Comparison of weights,OECD DG 2019,GTMI > Correlation of indicators (without standardization),GTI > Factor analysis (without standardization),GTMI Raw Scores > ,GTMI Standardized Z-Scores> ,GTC > Correlation analysis with Standardized Scores,GTF > Factor analysis with Standardized Scores,data_country,data_year
Group,#,GTI-4,Level,e-Government,eGov'20,DG Org URL,DG St,WoG,GT,e-Gov,MoF URL,FMIS / TS,Treasury website,Tax Adm URL,Customs URL,e-Filing URL,ePayment,Digital Sign URL,Public Emp,HRMIS Abbr,Payroll Abbr,eProc System,Debt Org / URL,PIM Unit URL,AMP,Region,Grp,Inst,GCL,Cyber,Part,GRM,Perf,Legal System Type,DPL,DPA,RTI,Cl Pol,RoL Score,Status,Status,OGI,ODP,DT,DSI,DSI,PSI,OSS,Nat ID,GE,CoC,CPI,Code,CGSI,PSDI,CEI,GTEI,GCL,GEA,GSB,FMIS,TSA,Tax,Cust,HRM,Payr,e-GP,Debt,PIMS,OSS,eTII,DT,eOSI,eSrv,TaxS,eFil Srv,ePay Srv,CusS,ePart'20,OGI,ODP,Part,Petit,Publ,Anym,Resp,GRM,Serv,Acce,Perf,GT,DaG,DGSt,WoG,RTI,DPL,DPA,NatID,e-ID,dSign,Cyber,eHCI,DSSt,DSI,PSI,GT0,Code,GT0,GTE,GTCs,GovTech,eGDI,GTE,Score,Code,Code,Code,Code,Code,Code,GTI-4,GTI-4
C,180,0.25,HIC,http://www.ttconnect.gov.tt,81,http://mpac.gov.tt/,3,0,0,-,http://www.finance.gov.tt,IFMIS,http://finance.gov.tt/services/treasury/,http://www.ird.gov.tt,http://www.customs.gov.tt,-,-,http://www.ttparliament.org/legislations/a2011-06.pdf,"158,300",IHRIS,IHRIS,Central Tenders Board Website,Ministry of Finance and Economy,http://www.finance.gov.tt,,LCR,C,0,1,2,0,0,0,common,2,2,2,-,0.54,3,-,1,1,0,0,1,2,0,1,0.52,0.46,40,TTO,0.63,0.47,0.20,0.66,0.01,-0.08,0.01,0.02,0.01,0.07,0.02,0.09,0.09,0.03,0.03,-0.01,-0.05,0.04,-0.03,0.01,-0.02,0.01,-0.02,-0.10,-0.01,0.01,0.12,-0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,0.02,-0.03,0.07,0.02,0.03,0.10,0.12,-0.03,0.03,0.02,-0.12,0.10,0.11,0.49,TTO,C,C,0.497,-,0.679,0.465,-,TTO,TTO,TTO,TTO,TTO,TTO,0.25,0.25
B,181,0.00,LMIC,https://www.mtcen.gov.tn/index.php?id=131&L=2,91,https://www.mtcen.gov.tn/index.php?id=131&L=1,3,0,0,-,http://www.portail.finances.gov.tn,ADEB,http://www.finances.gov.tn/index.php?option=com_content&view=article&id=35&Itemid=272&lang=fr,http://www.finances.gov.tn,http://www.douane.gov.tn,http://www.impots.finances.gov.tn/teledeclar_fr.html,https://cashmanagement.bnpparibas.com/tunisia,http://www.certification.tn/en/content/digital-signature,"591,174",INSAF,INSAF,TUNEPS,Ministry of Finance,http://www.portail.finances.gov.tn,,MNA,C,0,1,2,1,1,1,civil + religious,2,2,2,1,0.54,3,2,1,2,1,0,0,0,2,1,0.48,0.48,43,TUN,0.72,0.76,0.67,0.62,0.01,-0.08,0.09,0.02,0.09,0.07,0.02,0.09,0.09,-0.01,0.03,-0.01,0.07,0.03,0.01,0.02,0.05,0.01,0.03,0.02,-0.01,0.03,0.12,0.01,0.11,-0.04,0.16,-0.04,-0.04,0.10,0.13,-0.03,0.12,-0.02,-0.06,0.02,-0.03,0.07,0.02,0.03,0.10,0.12,0.07,0.03,0.00,-0.12,-0.12,-0.10,0.69,TUN,B,B,0.661,-,0.653,0.644,-,TUN,TUN,TUN,TUN,TUN,TUN,0.00,0.00
A,182,0.58,UMIC,https://www.turkiye.gov.tr,53,https://www.turkiye.gov.tr/,3,1,1,1,https://www.hmb.gov.tr/,say2000i / KBS,https://www.hmb.gov.tr/kanunlar,http://www.gib.gov.tr,https://ggm.ticaret.gov.tr/,https://ebeyanname.gib.gov.tr/index.html,https://giris.turkiye.gov.tr/Giris/Banka-Giris,https://giris.turkiye.gov.tr/Giris/Elektronik-Imza,"3,581,000",DPB e-Uygulama,e-Bordro,EKAP,Ministry of Finance and Treasury,http://www.sbb.gov.tr/kamu-yatirimlari/,,ECA,B,2,1,2,1,1,0,civil,2,2,2,0,0.43,1,1,0,1,1,0,1,2,2,1,0.51,0.44,39,TUR,0.82,0.99,0.38,0.88,0.01,-0.08,0.09,0.02,0.09,0.07,0.02,0.09,0.09,0.03,0.03,0.03,0.07,0.03,0.01,0.08,0.05,0.22,0.03,0.14,0.09,0.08,-0.10,-0.01,0.11,-0.04,0.16,-0.04,-0.04,0.10,-0.05,-0.03,-0.02,0.03,0.16,0.02,0.03,0.07,0.02,0.03,0.10,0.12,0.07,0.03,0.06,-0.12,0.10,0.11,0.77,TUR,A,A,0.772,Yes,0.772,0.785,-,TUR,TUR,TUR,TUR,TUR,TUR,0.58,0.58
D,183,-1.59,UMIC,http://www.turkmenistan.gov.tm,158,http://www.mincom.gov.tm/ru,1,0,0,-,http://fineconomic.gov.tm/,GFMIS,http://www.minfin.gov.tm,http://www.turkmenistan.it/fiscogb.html,http://customs.gov.tm,-,-,http://base.spinform.ru/show_doc.fwx?rgn=3180,"2,070,000",-,-,-,Ministry of Finance,http://fineconomic.gov.tm/,,ECA,D,0,0,0,0,0,0,civil,0,0,0,-,-,1,-,0,0,0,0,0,0,0,0,0.27,0.20,19,TKM,0.13,0.16,0.02,0.10,-0.03,-0.08,-0.07,-0.24,-0.07,-0.46,-0.27,-0.48,-0.60,-0.09,0.03,-0.01,-0.05,-0.06,-0.03,-0.10,-0.08,-0.21,-0.05,-0.10,-0.10,-0.09,-0.10,-0.03,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,-0.04,-0.03,-0.15,-0.04,-0.03,-0.91,-0.54,-0.03,-0.06,0.00,-0.12,-0.12,-0.10,0.10,TKM,D,D,0.113,-,0.403,0.099,-,TKM,TKM,TKM,TKM,TKM,TKM,-1.59,-1.59
D,184,-1.65,UMIC,http://www.tuvaluislands.com/gov_members.htm,151,-,0,0,0,-,http://www.tuvaluislands.com/gov_addresses.htm,IFMIS,http://www.tuvaluislands.com/gov_addresses.htm,http://www.tuvaluislands.com/gov_addresses.htm,http://www.tuvaluislands.com/gov_addresses.htm,-,-,-,"1,950",-,-,-,-,http://www.tuvaluislands.com/gov_addresses.htm,,EAP,D,0,0,0,0,0,0,common,0,0,0,-,-,3,-,0,2,0,0,0,0,0,0,0.37,0.58,-,TUV,0.15,0.16,0.18,0.03,-0.03,-0.08,-0.07,0.02,0.01,-0.46,-0.27,-0.48,-0.60,-0.05,-0.34,-0.01,-0.05,-0.09,-0.03,-0.07,-0.08,-0.21,-0.05,-0.10,-0.10,-0.05,-0.10,0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,-0.06,-0.03,-0.15,-0.04,-0.03,-0.91,-0.54,-0.09,-0.06,0.00,-0.12,-0.12,-0.10,0.13,TUV,D,D,0.139,-,0.421,0.152,-,TUV,TUV,TUV,TUV,TUV,TUV,-1.65,-1.65
B,185,0.27,LIC,https://www.nita.go.ug/publication/uganda-e-government-master-plan,137,https://ict.go.ug/about-us/agencies/nita-uganda/,3,1,1,1,http://www.finance.go.ug,IFMS,https://www.finance.go.ug/directorate/treasury-services-and-asset-management,https://www.ura.go.ug,http://www.ura.go.ug,https://www.ura.go.ug/,https://www.bou.or.ug/bou/bouwebsite/PaymentSystems/systems.html,https://ulii.org/ug/legislation/act/2015/7-6,"520,200",IPPS,IPPS,Tender Portal ,Ugandan Central Bank,https://www.budget.go.ug/,2011,AFR,C,0,1,2,1,1,1,common,2,2,2,1,0.40,1,2,1,1,1,0,1,2,0,1,0.38,0.27,28,UGA,0.69,0.68,0.66,0.72,0.01,0.06,-0.07,-0.11,0.01,0.07,0.02,0.09,0.09,0.03,0.03,0.03,-0.05,-0.10,0.01,0.01,-0.08,0.01,0.03,0.14,-0.01,0.00,0.12,-0.01,0.11,-0.04,0.16,0.24,-0.04,0.10,0.13,-0.03,0.12,0.03,-0.06,0.02,0.03,0.07,0.02,0.03,0.10,0.12,-0.03,0.03,-0.06,-0.12,0.10,0.11,0.69,UGA,B,B,0.658,Yes,0.450,0.639,-,UGA,UGA,UGA,UGA,UGA,UGA,0.27,0.27
B,186,0.46,LMIC,https://www.kmu.gov.ua/en/reformi/efektivne-vryaduvannya/rozvitok-elektronnih-poslug,69,https://thedigital.gov.ua/,3,0,1,1,http://www.minfin.gov.ua,PFMS,https://www.treasury.gov.ua/,http://sfs.gov.ua,http://sfs.gov.ua,http://sfs.gov.ua/incomedecl,https://www.ipay.ua/en,http://czo.gov.ua/,"4,640,400",HRMIS,PS,Web Portal,Ministry of Finance,https://mof.gov.ua/,,ECA,C,0,0,2,0,0,0,civil,2,2,2,1,0.51,2,2,1,2,1,2,1,1,0,1,0.44,0.36,30,UKR,0.60,0.62,0.29,0.77,-0.03,-0.08,0.01,0.02,0.09,0.07,0.02,-0.29,0.09,0.03,0.03,-0.01,-0.05,0.02,0.01,0.03,-0.08,0.01,0.00,0.14,-0.01,0.06,0.12,0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,0.03,-0.06,0.02,-0.03,0.07,0.02,0.03,0.10,0.12,0.02,0.03,0.07,0.13,0.10,0.00,0.57,UKR,B,B,0.563,Yes,0.712,0.533,-,UKR,UKR,UKR,UKR,UKR,UKR,0.46,0.46
A,187,0.46,HIC,https://u.ae/en/about-the-uae,21,https://u.ae/ar-ae/about-the-uae/digital-uae ,3,1,1,1,http://www.mof.gov.ae,FMIS,https://www.dof.gov.ae/en-us/profile/Pages/PublicTreasuryDivision.aspx,https://www.mof.gov.ae/en/About/ocAndInstitutes/Departments/Pages/GeneralRevenue.aspx,http://www.customs.ae,https://www.moj.gov.ae/en/services/esystems/e-filing-system.aspx,https://www.mof.gov.ae/en/About/programsProjects/Pages/EDirham.aspx,http://www.id.gov.ae/en/id-card/id-card-features.aspx,"436,100",Bayanati,Bayanati,e-Procurement System,Ministry of Finance,https://www.adia.ae/En/home.aspx,,MNA,B,2,1,2,1,1,1,civil + religious,0,0,0,1,0.65,1,1,0,2,2,2,1,2,0,1,0.78,0.72,71,ARE,0.71,0.92,0.84,0.69,0.01,-0.08,0.09,0.02,0.09,0.07,0.02,0.09,0.09,-0.01,0.03,-0.01,-0.05,0.13,0.05,0.09,0.05,0.01,0.03,0.14,0.09,0.09,-0.10,0.01,0.11,-0.04,0.16,0.24,0.18,0.10,0.13,0.20,0.12,0.03,0.16,0.02,0.03,-0.15,-0.04,-0.03,0.10,0.12,0.02,0.03,0.02,0.13,0.10,0.11,0.79,ARE,A,A,0.806,Yes,0.856,0.798,-,ARE,ARE,ARE,ARE,ARE,ARE,0.46,0.46
A,188,-0.35,HIC,https://www.gov.uk/government/publications/uk-digital-strategy/6-digital-government-maintaining-the-uk-government-as-a-world-leader-in-serving-its-citizens-online#digital-civil-service,7,https://www.gov.uk/government/organisations/government-digital-service/about,3,2,1,-,http://www.hm-treasury.gov.uk,OSCAR (DW),https://www.gov.uk/government/organisations/hm-treasury,http://www.hmrc.gov.uk,http://www.hmrc.gov.uk,http://www.hmrc.gov.uk/online/index.htm,https://www.gov.uk/search?q=payment,http://www.gateway.gov.uk/,"5,357,000",HRMIS,PS,Government Procurement Service,UK Debt Management Office,https://www.gov.uk/government/publications/the-investment-management-strategy-ii,,-,A,2,2,2,1,1,1,common,2,2,2,1,0.79,3,3,1,2,2,2,1,2,2,0,0.79,0.85,77,GBR,0.92,0.85,0.92,0.92,0.05,0.20,0.09,0.02,0.09,0.07,0.02,0.09,0.09,0.03,0.03,0.03,0.07,0.12,0.05,0.10,0.05,0.22,0.03,0.02,-0.01,0.10,0.12,0.01,0.11,0.12,0.16,0.24,-0.04,0.10,0.13,0.20,0.12,0.03,0.16,0.02,0.09,0.07,0.02,0.03,-0.91,-0.54,0.07,0.03,0.10,0.13,0.10,0.11,0.91,GBR,A,A,0.920,Yes,0.936,0.918,0.74,GBR,GBR,GBR,GBR,GBR,GBR,-0.35,-0.35
A,189,-0.63,HIC,https://www.whitehouse.gov/omb/management/egov/,9,https://www.whitehouse.gov/omb/management/egov/,2,2,1,1,http://www.whitehouse.gov/omb,FMS,http://www.treasury.gov/,http://www.irs.gov,http://www.cbp.gov,http://www.irs.gov/Filing,https://pay.gov/public/home,http://csrc.nist.gov/groups/ST/crypto_apps_infra/pki/index.html,"22,449,000",HRMIS,PS,SAM,"United States Department of Treasury, Bureau of the Public Debt",https://www.cbo.gov/publication/55375,,-,A,2,2,2,1,1,1,common,2,0,2,-,0.72,3,3,1,2,2,0,1,2,2,0,0.80,0.74,69,USA,0.85,1.00,0.85,0.70,0.05,0.20,0.09,0.02,0.09,0.07,0.02,0.09,0.09,0.03,0.03,-0.01,0.07,0.12,0.05,0.10,0.05,0.22,0.03,0.14,0.09,0.10,0.12,0.01,0.11,0.12,-0.06,-0.04,0.18,0.10,0.13,0.20,0.12,0.03,0.16,-0.01,0.09,0.07,0.02,-0.03,-0.91,-0.54,0.02,0.03,0.10,-0.12,0.10,0.11,0.85,USA,A,A,0.878,Yes,0.930,0.882,-,USA,USA,USA,USA,USA,USA,-0.63,-0.63
A,190,0.69,HIC,https://www.gub.uy/organismos/term/1,26,http://www.agesic.gub.uy/innovaportal/v/91/1/agesic/antecedentes.html,3,1,0,-,http://www.mef.gub.uy,SIIF II,http://deuda.mef.gub.uy/,http://www.dgi.gub.uy,http://www.aduanas.gub.uy,https://servicios.dgi.gub.uy/,http://tramites.gub.uy/busqueda?q=inmeta:PEU_Tramite_Tema=En_Linea&title=En+L%C3%Adnea,https://www.gub.uy/agencia-gobierno-electronico-sociedad-informacion-conocimiento/firmadigital,"275,000",SGH / SIRO,SLH,ACCE,Debt Management Unit,https://www.opp.gub.uy/es/sistema-nacional-inversion-publica,,LCR,A,2,2,2,1,1,1,civil,2,2,2,1,0.71,3,-,1,2,2,2,1,2,2,1,0.64,0.75,71,URY,0.92,0.85,0.84,0.88,0.05,0.20,0.09,0.02,0.09,0.07,0.02,0.09,0.09,0.03,0.03,0.03,0.07,0.10,0.05,0.07,0.05,0.01,0.03,0.02,0.09,0.07,0.12,0.01,0.11,-0.04,0.16,0.24,-0.04,0.10,0.13,0.20,0.12,-0.02,0.16,0.02,0.03,0.07,0.02,0.03,0.10,0.12,0.02,0.03,0.07,0.13,0.10,0.11,0.87,URY,A,A,0.865,-,0.850,0.873,0.60,URY,URY,URY,URY,URY,URY,0.69,0.69
B,191,0.43,LMIC,https://gov.uz/en,87,https://mitc.uz/uz,3,0,1,1,http://www.mf.uz,GFMIS + UzASBO,https://www.mf.uz/en/podrazdeleniya-ministerstva/strukturnye-podrazdeleniya/kaznachejskoe-ispolnenie.html,https://www.mf.uz/en/podrazdeleniya-ministerstva/strukturnye-podrazdeleniya/nalogi-i-tamozhnya.html,http://www.customs.uz,http://decl.soliq.uz/,https://mbank.uz/load/gtk,https://www.lex.uz/docs/4410899,"2,542,200",Kadr MF,PS,e-Procurement System,Ministry of Finance and Treasury,https://www.mf.uz/,,ECA,C,0,1,2,1,0,0,civil,2,1,2,1,0.47,1,1,0,2,0,1,1,2,0,1,0.40,0.29,25,UZB,0.62,0.77,0.37,0.77,0.01,0.06,-0.07,0.02,0.09,0.07,0.02,0.09,0.09,-0.01,0.03,-0.01,-0.05,-0.02,-0.03,0.06,0.05,0.01,0.00,0.14,-0.01,0.06,-0.10,0.01,0.11,0.12,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,0.03,-0.06,0.02,-0.03,0.07,0.02,0.00,0.10,0.12,0.07,0.03,0.02,0.01,0.10,0.11,0.63,UZB,B,B,0.619,Yes,0.667,0.617,-,UZB,UZB,UZB,UZB,UZB,UZB,0.43,0.43
C,192,-1.41,LMIC,http://gov.vu,142,-,0,0,0,-,http://www.governmentofvanuatu.gov.vu,IFMIS,https://doft.gov.vu/index.php/about-us-admin-management/treasury-division/treasury-division,http://customsinlandrevenue.gov.vu,http://www.customsinlandrevenue.gov.vu,-,-,http://www.paclii.org/journals/fJSPL/vol10/2.shtml,"6,000",HRMIS,PS,-,Ministry of Finance and Treasury,https://doft.gov.vu/,,EAP,D,0,0,2,1,0,0,civil + common,0,0,2,-,-,3,-,0,2,0,0,0,0,0,0,0.39,0.45,46,VUT,0.52,0.38,0.34,0.21,-0.03,-0.08,-0.07,0.02,0.09,0.07,0.02,0.09,0.09,-0.09,0.03,-0.01,-0.05,-0.05,-0.03,-0.06,-0.08,0.01,-0.02,-0.10,-0.01,-0.04,-0.10,0.01,0.11,0.12,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,-0.06,-0.03,0.07,-0.04,-0.03,-0.91,-0.54,-0.03,0.03,-0.04,-0.12,-0.12,-0.10,0.36,VUT,C,C,0.345,-,0.440,0.300,-,VUT,VUT,VUT,VUT,VUT,VUT,-1.41,-1.41
C,193,0.06,UMIC,http://portal.oas.org/Portal/Sector/SAP/DepartamentoparalaGesti%C3%B3nP%C3%BAblicaEfectiva/NPA/MuNeteGovernment/MuNetCountries/Venezuela/tabid/1812/Default.aspx?language=en-us,118,http://www.conatel.gob.ve/,2,0,0,-,http://www.mppp.gob.ve/,SIGECOF,http://www.mefbp.gob.ve/,http://www.seniat.gov.ve,http://www.seniat.gov.ve,http://declaraciones.seniat.gob.ve/portal/page/portal/PORTAL_SENIAT,-,http://www.suscerte.gob.ve/acreditacion,"910,476",SITP,SIGEFIRRHH,-,Ministry of Finance,http://www.mppp.gob.ve/,,LCR,D,0,0,2,0,0,0,civil,1,0,0,-,0.27,1,1,0,2,0,0,1,2,2,1,0.17,0.20,16,VEN,0.65,0.45,0.17,0.47,-0.03,-0.08,0.09,0.02,0.09,0.07,0.02,0.09,0.09,-0.05,0.03,-0.01,0.07,-0.02,-0.03,-0.06,-0.08,0.01,0.00,-0.10,-0.01,-0.08,-0.10,0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,-0.01,-0.03,-0.15,-0.01,-0.03,0.10,0.12,0.02,0.03,0.04,-0.12,0.10,0.11,0.44,VEN,C,C,0.420,-,0.527,0.384,-,VEN,VEN,VEN,VEN,VEN,VEN,0.06,0.06
B,194,0.59,LMIC,http://egov.chinhphu.vn/,86,https://egov.mic.gov.vn/en_US/trang-chu,3,1,1,1,http://www.mof.gov.vn,TABMIS,https://www.mof.gov.vn/webcenter/portal/mof/r/chuyentrang/vnstatetre?_afrLoop=58591658454673904#!%40%40%3F_afrLoop%3D58591658454673904%26centerWidth%3D670px%26leftWidth%3D286px%26rightWidth%3D0%26showFooter%3Dfalse%26showHeader%3Dfalse%26_adf.ctrl-state%3Depen6uemu_269,http://www.gdt.gov.vn,http://www.customs.gov.vn,http://nhantokhai.gdt.gov.vn/,-,https://www.docusign.com/how-it-works/legality/global/vietnam,"4,073,300",-,PAAS,e-GP > KONEPS,Ministry of Finance,http://www.mpi.gov.vn/,,EAP,B,2,1,2,1,0,0,civil,2,2,2,1,0.49,1,1,1,2,1,1,1,2,2,1,0.51,0.40,37,VNM,0.77,0.62,0.59,0.88,0.01,0.20,-0.07,0.02,0.09,0.07,0.02,-0.29,0.09,0.03,0.03,0.03,0.07,0.04,0.01,0.02,-0.02,0.01,0.00,-0.10,0.09,0.03,0.12,0.01,0.11,0.12,0.16,-0.04,0.18,-0.06,-0.05,-0.03,-0.02,0.03,0.16,0.02,0.03,0.07,0.02,0.03,0.10,0.12,0.02,0.03,0.00,0.01,0.10,0.11,0.71,VNM,B,B,0.707,Yes,0.667,0.693,-,VNM,VNM,VNM,VNM,VNM,VNM,0.59,0.59
C,195,-0.37,LMIC,http://www.palestinecabinet.gov.ps,-,https://www.mtit.gov.ps/index.php/c_home/showMangemnt/1889,2,0,0,-,http://www.pmof.ps,BISAN,http://www.pmof.ps,http://www.pmof.ps,http://www.pmof.ps,http://www.pma.ps/Default.aspx?tabid=180&language=en-US,https://bankofpalestine.com/en/retail/electronic-services/online-banking-campaign,http://www.egov.ee/media/1383/ines-boski.pdf,"202,800",HRMIS,PS,BISAN,Ministry of Finance,http://www.pmof.ps/,,MNA,D,0,0,2,0,0,0,-,0,0,0,-,-,1,-,0,2,0,0,0,0,0,1,0.35,0.45,-,WBG,0.60,0.69,0.17,0.23,-0.03,-0.08,0.09,0.02,0.09,0.07,0.02,-0.10,0.09,-0.01,0.03,-0.01,-0.05,0.00,-0.03,0.00,-0.02,0.01,0.00,0.14,-0.01,0.00,-0.10,0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,-0.01,-0.03,-0.15,-0.04,-0.03,0.10,0.12,-0.09,0.03,0.00,-0.12,-0.12,-0.10,0.42,WBG,C,C,0.415,-,-,0.369,-,WBG,WBG,WBG,WBG,WBG,WBG,-0.37,-0.37
C,196,-0.39,LIC,http://www.yemen.gov.ye/portal,173,-,0,0,0,-,http://www.mof.gov.ye,AFMIS,http://www.centralbank.gov.ye/,http://tax.gov.ye,http://www.customs.gov.ye,-,-,-,"529,700",Yemen Soft,PS,HATC,Yemen Central Bank,http://www.yemen.gov.ye/portal/finance/%D8%A7%D9%84%D8%B1%D8%A6%D9%8A%D8%B3%D9%8A%D8%A9/tabid/383/Default.aspx,,MNA,D,0,0,0,0,0,0,common + customary + religious,0,0,2,-,-,1,-,0,0,0,0,0,0,0,1,0.04,0.16,15,YEM,0.49,0.38,0.02,0.16,-0.03,-0.08,-0.07,-0.11,0.01,0.07,0.02,0.09,0.09,-0.05,0.03,-0.01,-0.05,-0.12,-0.03,-0.06,-0.02,0.01,-0.05,-0.10,-0.01,-0.06,-0.10,-0.03,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,-0.06,-0.03,0.07,-0.04,-0.03,0.10,0.12,-0.09,-0.06,-0.11,-0.12,-0.12,-0.10,0.26,YEM,C,D,0.258,-,0.305,0.214,-,YEM,YEM,YEM,YEM,YEM,YEM,-0.39,-0.39
C,197,-0.24,LMIC,https://www.szi.gov.zm/egovernment-department/,148,https://www.szi.gov.zm/,3,0,0,-,https://www.mof.gov.zm/,IFMIS,https://www.mof.gov.zm/,http://www.zra.org.zm,http://www.zra.org.zm,https://portal.zra.org.zm/,-,http://prosignszambia.com/,"334,412",PMEC,PMEC,Electronic – Government Procurement (E-GP) System,Bank of Zambia,https://www.mndp.gov.zm/,,AFR,C,0,1,2,0,1,0,common + customary,2,2,0,-,0.45,2,2,0,1,0,0,0,0,0,1,0.36,0.37,34,ZMB,0.52,0.66,0.25,0.47,0.01,-0.08,-0.07,-0.11,-0.15,0.07,0.02,0.09,0.09,0.03,0.03,-0.01,-0.05,-0.07,-0.03,-0.08,0.05,0.01,0.03,-0.10,-0.01,-0.06,-0.10,-0.01,-0.08,-0.04,-0.06,-0.04,-0.04,0.10,0.13,-0.03,-0.02,-0.02,-0.06,0.02,-0.03,-0.15,0.02,0.03,0.10,0.12,-0.03,0.03,-0.01,-0.12,-0.12,-0.10,0.48,ZMB,C,C,0.440,-,0.424,0.408,-,ZMB,ZMB,ZMB,ZMB,ZMB,ZMB,-0.24,-0.24
C,198,-0.24,LMIC,http://www.theopc.gov.zw/index.php/news/ict-newsletter-blog/258-current-e-government-landscape-in-zimbabwe-online-platforms-and-e-services,126,http://www.ictministry.gov.zw/,2,0,0,-,http://www.zimtreasury.gov.zw,PFMS,http://www.zimtreasury.gov.zw/,http://www.zimra.co.zw,https://www.zimra.co.zw/customs/customs-and-excise-duties,http://efiling.zimra.co.zw/,http://efiling.zimra.co.zw/,-,"320,900",HRMIS,PS,Procurement Portal,Bank of Zimbabwe,http://www.zimtreasury.gov.zw/,,AFR,D,0,0,0,0,0,0,civil + common,2,1,2,-,0.39,2,2,0,1,0,0,0,0,0,1,0.26,0.25,24,ZWE,0.52,0.82,0.11,0.36,-0.03,-0.08,-0.07,0.02,-0.15,0.07,0.02,-0.10,0.09,0.03,0.03,0.00,-0.05,-0.06,-0.03,-0.01,0.05,0.01,0.03,0.14,-0.01,-0.03,-0.10,-0.01,-0.08,-0.04,-0.06,-0.04,-0.04,-0.06,-0.05,-0.03,-0.02,-0.02,-0.06,-0.01,-0.03,0.07,0.02,0.00,0.10,0.12,-0.09,-0.06,-0.03,-0.12,-0.12,-0.10,0.45,ZWE,C,C,0.412,-,0.502,0.390,-,ZWE,ZWE,ZWE,ZWE,ZWE,ZWE,-0.24,-0.24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GT0 calculations without weights,,,,< Max for each category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,2.17,2.17
Group,,Column,Econ, ,193,,DG St,WoG,GT,72,,,,,,,,,"318,773,905",,,,,,AMP,Region,Grp,Inst,GCL,Cyber,Part,GRM,Perf,,DPL,DPA,RTI,,128,FIW,FOTN,OGI,ODP,DT,Strat,DSI,Inst,OSS,Nat ID,GE,CoC,180,,CGSI,PSDI,CEI,GTEI,FY,GC,GG,BF,BQ,CE,CQ,DL,DT,DY,EF,ET,JX,P,JC,O,K,CF,CU,CX,CR,R,IY,JA,GO,GQ,GR,GS,GT,GU,GW,GX,GY,AE,FM,Z,AC,HL,HC,HH,KK,KL,DA,GK,Q,JH,JM,JS,GT0,x,GT0,GTE,,80,,,33,,,Column,Mean of raw scores =,,,Column,Column
