Year,Economy,Economy Label,Partner,Partner Label,Flow,Flow Label,Category,Category Label,US dollars at current prices in millions,US dollars at current prices in millions Footnote,Growth rate (over previous period),Growth rate (over previous period) Footnote,Percentage of total world,Percentage of total world Footnote,Percentage of total trade in services,Percentage of total trade in services Footnote
2018,3321,"ECA: North Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",8473.167,,8.15221,,0.275341,,16.56735,
2018,3322,"ECA: East Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",3208.777,,11.39134,,0.104271,,14.68515,
2018,3323,"ECA: Central Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1188.362,"Estimated",3.68202,"Estimated",0.038617,"Estimated",32.95984,"Estimated"
2018,3324,"ECA: Southern Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",5849.996,,0.71011,,0.1901,,24.42648,
2018,3325,"ECA: West Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",8964.224,,21.95311,,0.291298,,48.12026,
2018,3330,"ECLAC (Economic Commission for Latin America and the Caribbean)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",59389.399,,-0.32168,,1.929898,,30.31458,
2018,3331,"ECLAC: Caribbean",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",4264.244,,8.40601,,0.138569,,18.95552,
2018,3332,"ECLAC: Latin America",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",55125.155,,-0.93862,,1.791329,,31.78812,
2018,3340,"ESCAP (Economic and Social Commission for Asia and the Pacific)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",684330.033,,12.7234,,22.237761,,41.9842,
2018,3341,"ESCAP: Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",27651.925,,11.9477,,0.898568,,23.50017,
2018,3342,"ESCAP: Latin America",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",59389.399,,-0.32168,,1.929898,,30.31458,
2018,3343,"ESCAP: Europe",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1636368.633,,9.74146,,53.17489,,57.32579,
2018,3344,"ESCAP: East and North-East Asia (ENEA)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",322554.365,,13.86169,,10.481619,,44.6775,
2018,3345,"ESCAP: North and Central Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",23788.773,,7.04821,,0.773032,,26.32186,
2018,3346,"ESCAP: South and South-West Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",146713.379,,8.37443,,4.767549,,48.96696,
2018,3347,"ESCAP: Pacific",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",20575.949,,5.59235,,0.668629,,22.42121,
2018,3348,"ESCAP: Pacific island developing economies (PIDE)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",343473.665,,13.43233,,11.161406,,43.66631,
2018,3349,"ESCAP: Other area",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",77156.186,"Estimated",13.23823,"Estimated",2.507242,"Estimated",36.04413,"Estimated"
2018,3350,"ESCAP: East and North-East Asia, incl. the Russian Federation",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",343473.665,,13.43233,,11.161406,,43.66631,
2018,3355,"UNECE (Economic Commission for Europe)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",2273517.941,,8.07793,,73.879481,,56.62635,
2018,3360,"UNECE: Eastern Europe, Caucasus and Central Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",32822.643,,10.92581,,1.066594,,28.17757,
2018,3361,"UNECE: West Balkans",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",7837.979,,20.93915,,0.2547,,22.49852,
2018,3370,"ESCWA (Economic and Social Commission for Western Asia)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",48417.06,"Estimated",10.88679,"Estimated",1.573345,"Estimated",23.01529,"Estimated"
2018,3371,"ESCWA: Arab countries",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",50583.211,"Estimated",10.09766,"Estimated",1.643735,"Estimated",23.34204,"Estimated"
2018,340,"Honduras",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",650.811,,8.35671,,,,27.99403,
2018,340,"Honduras",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",452.536,"Estimated",-8.13541,"Estimated",0.014705,"Estimated",15.25815,"Estimated"
2018,3401,"EFTA (European Free Trade Association)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",104781.492,,3.48295,,3.404944,,58.91327,
2018,3402,"EU25 (European Union 2004 … 2007)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1499265.281,,9.97271,,48.719625,,58.19032,
2018,3404,"EU15 (European Union 1995 … 2004)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1421139.114,,9.70832,,46.180863,,59.99134,
2018,3406,"Euro area",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1081691.239,,10.13296,,35.150278,,57.3882,
2018,3408,"EU27 (European Union 2007 … 2013)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1514652.526,,10.08011,,49.219644,,57.9138,
2018,3411,"CEFTA (Central European Free Trade Agreement)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",5392.538,,21.51919,,0.175234,,27.01591,
2018,3412,"European Union (2020 …)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1214505.94,,10.01119,,39.46618,,54.65098,
2018,344,"China, Hong Kong SAR",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",24252.089,,7.17349,,,,29.70558,
2018,344,"China, Hong Kong SAR",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",42422.913,,7.39886,,1.378561,,37.49446,
2018,348,"Hungary",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",11445.203,,10.50511,,,,55.49637,
2018,348,"Hungary",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",11626,,6.80637,,0.377795,,39.39212,
2018,3501,"MSG (Melanesian Spearhead Group)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",397.231,,36.60267,,0.012908,,15.02349,
2018,352,"Iceland",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1401.94,,12.65612,,,,32.76073,
2018,352,"Iceland",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1119.125,,6.04311,,0.036367,,17.02981,
2018,356,"India",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",64818.388,,7.42523,,,,36.81619,"Estimated"
2018,356,"India",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",132830.765,,8.61636,,4.316424,,64.80954,
2018,360,"Indonesia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",14253.953,,6.41805,,,,37.817,
2018,360,"Indonesia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",9213.929,,30.11881,,0.299413,,29.52534,
2018,3601,"Northern America and Europe",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",2230114.118,,7.97474,,72.469045,,57.44716,
2018,3602,"Central and Southern Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",142150.858,,8.57215,,4.619287,,55.72486,
2018,3603,"Eastern and South-Eastern Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",512830.354,,14.70598,,16.664764,,42.79236,
2018,3604,"Western Asia and Northern Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",93003.439,,11.95232,,3.022209,,27.73647,
2018,368,"Iraq",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",4516.4,,25.29198,,,,25.09069,
2018,368,"Iraq",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1747.6,,13.47315,,0.056789,,31.37072,
2018,372,"Ireland",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",201290.153,,-7.08739,,,,91.81242,
2018,372,"Ireland",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",190963.887,,18.27011,,6.205499,,89.79659,
2018,376,"Israel",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",11818.5,,2.64996,,,,39.08493,
2018,376,"Israel",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",35169.9,,16.67994,,1.142869,,70.26391,
2018,380,"Italy",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",61783.171,,7.65292,,,,48.82087,
2018,380,"Italy",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",50156.791,,6.27939,,1.629878,,40.66229,
2018,384,"Côte d'Ivoire",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",998.52,,25.96522,,,,28.76299,
2018,384,"Côte d'Ivoire",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",241.955,,37.84018,,0.007862,,21.50931,
2018,388,"Jamaica",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1131.603,,7.77664,,,,45.04343,
2018,388,"Jamaica",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",367.508,,0.00218,,0.011942,,9.60162,
2018,3901,"APEC (Asia-Pacific Economic Cooperation)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1131380.161,,8.18736,,36.764953,,49.15154,
2018,3903,"CIS (Commonwealth of Independent States)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",25973.64,,9.3738,,0.844031,,27.97606,
2018,3905,"OECD (Organisation for Economic Cooperation and Development)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",2375693.457,,7.64948,,77.199743,,56.40808,
2018,3906,"OPEC (Organization of the Petroleum Exporting Countries)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",31165.669,"Estimated",13.07111,"Estimated",1.012749,"Estimated",24.11084,"Estimated"
2018,3907,"ACP (African, Caribbean and Pacific Group of States)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",25461.362,,10.32408,,0.827384,,23.29643,
2018,3908,"LAS (League of Arab States)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",50583.211,"Estimated",10.09766,"Estimated",1.643735,"Estimated",23.34204,"Estimated"
2018,3909,"OIC (Organisation of Islamic Cooperation)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",89479.608,,11.42574,,2.9077,,21.70978,
2018,3910,"OAS (Organization of American States)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",628596.218,,2.88249,,20.426653,,54.69623,
2018,3912,"G7 (Group of Seven)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1385481.041,,5.96467,,45.02213,,59.58054,
2018,3913,"G8 (Group of Eight)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1406400.341,,5.98282,,45.701917,,58.84477,
2018,3916,"G20 (Group of Twenty)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",2590086.735,,8.69163,,84.166595,,55.09579,
2018,3919,"G-77 (Group of 77)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",568088.927,,14.45729,,18.460428,,40.7114,
2018,392,"Japan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",121339.3,,6.59535,,,,60.41638,
2018,392,"Japan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",106481.6,,4.76162,,3.460191,,55.01867,
2018,3921,"GSTP (Global System of Trade Preferences among Developing Countries)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",413346.738,,10.27956,,13.431978,,42.97434,
2018,3922,"GSTP: Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",16927.727,,14.10653,,0.550078,,23.73335,
2018,3923,"GSTP: Latin America",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",45826.786,,-1.54398,,1.489172,,34.68767,
2018,3924,"GSTP: Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",350592.226,,11.85423,,11.392728,,46.22737,
2018,3932,"TPP (Trans-Pacific Partnership)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",315076.187,,9.17826,,10.238611,,45.43803,
2018,3940,"ACP: Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",19214.757,,10.10935,,0.624396,,27.6218,
2018,3941,"ACP: Western Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",9022.131,,21.8556,,0.29318,,48.00143,
2018,3942,"ACP: Eastern Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",4295.38,,8.699,,0.139581,,15.7757,
2018,3943,"ACP: Central Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1247.408,"Estimated",1.65975,"Estimated",0.040535,"Estimated",29.44354,"Estimated"
2018,3944,"ACP: Southern Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",4617.237,,1.51857,,0.15004,,25.95012,
2018,3945,"ACP: Caribbean",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",5726.564,,9.3407,,0.186089,,15.79751,
2018,3946,"ACP: Pacific",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",520.041,"Estimated",33.09546,"Estimated",0.016899,"Estimated",14.94611,"Estimated"
2018,3947,"ACP: LDCs",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",3492.365,,-2.18968,,0.113487,,13.45279,
2018,3948,"ACP: LLDCs",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1867.685,,5.2469,,0.060692,,14.82646,
2018,3949,"ACP: islands states",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",7395.236,,9.71266,,0.240313,,16.50933,
2018,3950,"ACP: Northern Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",32.601,"Estimated",-89.80649,"Estimated",0.001059,"Estimated",2.15754,"Estimated"
2018,398,"Kazakhstan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",5932.547,,25.39315,,,,49.52304,
2018,398,"Kazakhstan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",678.579,,15.06722,,0.022051,,9.27031,
2018,400,"Jordan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",598.169,,-2.48002,,,,12.4798,
2018,400,"Jordan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",302.535,,-14.93056,,0.009831,,4.15522,
2018,410,"Korea, Republic of",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",49209.6,,-1.82134,,,,38.2079,
2018,410,"Korea, Republic of",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",39046.3,,5.28213,,1.268836,,39.41793,
2018,414,"Kuwait",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",8078.775,"Estimated",64.75514,"Estimated",,,21.93216,"Estimated"
2018,414,"Kuwait",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",5859.627,"Estimated",89.05163,"Estimated",0.190412,"Estimated",72.17336,"Estimated"
2018,417,"Kyrgyzstan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",92.177,,-24.2918,,,,9.57249,
2018,417,"Kyrgyzstan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",81.161,,-22.58658,,0.002637,,9.77948,
2018,418,"Lao People's Dem. Rep.",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",62.774,,-3.92127,,,,5.43898,
2018,418,"Lao People's Dem. Rep.",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",28.538,,-26.39154,,0.000927,,3.09715,
2018,422,"Lebanon",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",5474.543,,-1.67149,,,,38.25875,
2018,422,"Lebanon",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",5554.058,,3.13247,,0.180483,,35.60635,
2018,426,"Lesotho",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",66.568,,-4.38105,,,,13.70792,
2018,426,"Lesotho",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",5.469,,-23.65997,,0.000178,,16.88276,
2018,428,"Latvia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1502.175,,17.88422,,,,42.79948,
2018,428,"Latvia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",2221.376,,16.76814,,0.072185,,35.69938,
2018,430,"Liberia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",81.539,"Estimated",-6.71556,"Estimated",,,39.90281,"Estimated"
2018,434,"Libya",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1188.6,"Estimated",30.34324,"Estimated",,,23.47805,"Estimated"
2018,434,"Libya",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",82.1,"Estimated",24.96195,"Estimated",0.002668,"Estimated",61.40613,"Estimated"
2018,440,"Lithuania",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1711.113,,22.27195,,,,24.11687,
2018,440,"Lithuania",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1972.133,,23.73345,,0.064086,,17.29149,
2018,442,"Luxembourg",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",77084.443,,9.24159,,,,88.59345,
2018,442,"Luxembourg",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",102713.518,,10.24927,,3.337744,,89.08087,
2018,446,"China, Macao SAR",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",2322.373,,7.59542,,,,45.97263,
2018,446,"China, Macao SAR",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",2175.537,"Estimated",-4.22128,"Estimated",0.070696,"Estimated",4.98812,"Estimated"
2018,450,"Madagascar",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",373.795,,18.61575,,,,27.75655,
2018,450,"Madagascar",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",195.08,,20.33062,,0.006339,,14.88452,
2018,454,"Malawi",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",112.55,,15.68625,,,,34.61117,
2018,454,"Malawi",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",95.201,,15.37977,,0.003094,,56.75544,
2018,458,"Malaysia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",15908.243,,9.21849,,,,35.68936,
2018,458,"Malaysia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",10652.544,,8.60716,,0.346162,,26.52929,
2018,462,"Maldives",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",512.952,"Estimated",12.18956,"Estimated",,,38.46887,"Estimated"
2018,466,"Mali",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",318.986,,-10.36673,"Estimated",,,15.10366,
2018,466,"Mali",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",229.898,,7.75526,,0.007471,,38.27449,
2018,470,"Malta",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",10637.641,,25.25538,,,,85.11836,
2018,470,"Malta",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",8271.858,,19.74442,,0.2688,,47.61011,
2018,478,"Mauritania",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",364.436,,-15.11182,"Estimated",,,53.3987,
2018,478,"Mauritania",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",57.907,,8.43398,"Estimated",0.001882,,34.72642,
2018,480,"Mauritius",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",782.46,,-3.19983,,,,35.82199,
2018,480,"Mauritius",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",839.079,,-1.97171,,0.027266,,26.34033,
2018,484,"Mexico",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",10501.53,,-6.92421,,,,27.86224,
2018,484,"Mexico",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",3849.961,,-8.54977,,0.125107,,13.38339,
2018,496,"Mongolia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",850.335,,11.88162,,,,32.62416,
2018,496,"Mongolia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",261.791,,20.20065,,0.008507,,22.61785,
2018,498,"Moldova, Republic of",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",305.971,,24.80462,,,,27.44452,
2018,498,"Moldova, Republic of",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",363.87,,19.59966,,0.011824,,24.64426,
2018,499,"Montenegro",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",286.053,,29.27138,,,,38.79463,
2018,499,"Montenegro",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",198.807,,26.34459,,0.00646,,10.85201,
2018,500,"Montserrat",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",8.528,,-15.98857,,,,40.70839,
2018,500,"Montserrat",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",3.577,,8.03383,,0.000116,,20.84985,
2018,504,"Morocco",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",2183.938,,14.72697,,,,20.77445,
2018,504,"Morocco",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",4161.59,,18.03833,,0.135234,,22.33367,
2018,508,"Mozambique",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",3546.276,,73.29001,,,,81.53856,
2018,508,"Mozambique",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",59.872,,3.22937,,0.001946,,7.68399,
2018,5100,"Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",27684.526,,10.64704,,0.899627,,23.22957,
2018,5110,"Northern Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",8415.26,,8.15028,,0.273459,,16.50795,
2018,512,"Oman",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",4585.113,"Estimated",4.21855,"Estimated",,,39.35303,"Estimated"
2018,512,"Oman",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",580.353,"Estimated",-1.58638,"Estimated",0.018859,"Estimated",13.02512,"Estimated"
2018,5120,"Sub-Saharan Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",19269.266,,11.77396,,0.626168,,28.25368,
2018,5121,"Eastern Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",4382.49,,7.93434,,0.142412,,16.0085,
2018,5122,"Middle Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1247.408,"Estimated",1.65975,"Estimated",0.040535,"Estimated",29.44354,"Estimated"
2018,5123,"Southern Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",4617.237,,1.51857,,0.15004,,25.95012,
2018,5124,"Western Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",9022.131,,21.8556,,0.29318,,48.00143,
2018,516,"Namibia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",237.521,,-7.09424,,,,40.08272,
2018,516,"Namibia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",61.585,,-15.74894,,0.002001,,8.12204,
2018,520,"Nauru",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1.188,,-28.73425,,,,3.47176,
2018,520,"Nauru",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",16.052,,2.24204,,0.000522,,83.42602,
2018,5200,"America",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",632215.584,,2.90676,,20.544267,,54.55758,
2018,5210,"Northern America",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",572826.185,,3.25348,,18.614369,,59.49006,
2018,5220,"Latin America and the Caribbean",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",59389.399,,-0.32168,,1.929898,,30.31458,
2018,5221,"Caribbean",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",8229.662,,7.99456,,0.267428,,19.01953,
2018,5222,"Central America",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",13012.898,,-0.94331,,0.422863,,20.63451,
2018,5223,"South America",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",38146.839,,-1.74368,,1.239607,,42.58551,
2018,524,"Nepal",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",312.248,"Estimated",13.58397,"Estimated",,,17.30914,"Estimated"
2018,524,"Nepal",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",729.416,"Estimated",9.60322,"Estimated",0.023703,"Estimated",41.69759,"Estimated"
2018,528,"Netherlands",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",176921.157,,13.73167,,,,72.24225,
2018,528,"Netherlands",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",169314.157,,12.34798,,5.501976,,68.18771,
2018,5300,"Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",739569.391,,13.20463,,24.0328,,42.55672,
2018,531,"Curaçao",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",376.184,,4.7522,,,,34.49533,
2018,531,"Curaçao",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",491.217,,24.1149,,0.015962,,35.26537,
2018,5320,"Southern Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",140432.379,,8.67918,,4.563444,,58.36901,
2018,533,"Aruba",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",412.861,"Estimated",5.90959,"Estimated",,,40.69813,"Estimated"
2018,533,"Aruba",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",155.72,"Estimated",1.72791,"Estimated",0.00506,"Estimated",6.6311,"Estimated"
2018,5330,"Eastern Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",342132.786,,13.90536,,11.117833,,44.30793,
2018,534,"Sint Maarten (Dutch part)",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",160.323,,20.8726,,,,48.26564,
2018,534,"Sint Maarten (Dutch part)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",146.815,,-2.04693,,0.004771,,22.20241,
2018,5340,"Western Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",84588.179,,12.34524,,2.748749,,29.74958,
2018,5350,"South-eastern Asia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",170697.568,,16.34505,,5.546931,,40.0468,
2018,540,"New Caledonia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",654.09,,7.08543,,,,54.75119,"Estimated"
2018,540,"New Caledonia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",77.135,,14.91481,,0.002507,,13.15227,"Estimated"
2018,5400,"Europe",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1657287.933,,9.70862,,53.854676,,56.7733,
2018,5410,"Eastern Europe",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",99472.146,,15.51335,,3.232414,,36.70687,
2018,5420,"Northern Europe",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",603270.82,,11.51459,,19.603688,,68.28074,
2018,5430,"Southern Europe",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",136674.362,,8.05426,,4.441325,,31.19921,
2018,5440,"Western Europe",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",817870.606,,8.03422,,26.577251,,61.65364,
2018,548,"Vanuatu",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",45.881,,13.78652,,,,29.07744,
2018,548,"Vanuatu",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",14.978,,-11.27303,,0.000487,,3.29816,
2018,5500,"Oceania",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",20575.949,,5.59235,,0.668629,,22.42121,
2018,554,"New Zealand",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",5472.463,,6.93548,,,,39.25698,
2018,554,"New Zealand",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",3416.977,,3.74222,,0.111037,,19.79881,
2018,558,"Nicaragua",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",248.1,,-11.07527,,,,26.71476,
2018,558,"Nicaragua",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",218.4,"Estimated",15.61673,"Estimated",0.007097,"Estimated",16.26331,"Estimated"
2018,5600,"Asia and Oceania",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",760145.34,,12.98415,,24.70143,,41.54676,
