Country Name,Pillar,Sub-Pillar,Indicator,Data Source,Data Link,Available
Malawi,Foundations,Digital Legal Identity,Is personal data siloed,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,0
Malawi,Foundations,Data Exchange,Open data index,Open Knowledge Foundation: Global Open Data Index,https://index.okfn.org,1
Mauritius,Foundations,Digital Payments,Digital payments penetration,Portulans Institute: Network Readiness Index ,https://networkreadinessindex.org,0
Mauritius,Foundations,Digital Payments,% of population with digital finance account,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Mauritius,Foundations,Digital Payments,Made or received digital payments in the past year (% age 15+) - all,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Mauritius,Foundations,Digital Payments,Made or received digital payments in the past year (% age 15+) - female,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Mauritius,Foundations,Digital Payments,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Mauritius,Foundations,Digital Payments,% Making online transactions - Men,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Mauritius,Foundations,Digital Payments,% Making online transactions - Women,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Mauritius,Foundations,Digital Payments,% of population with digital finance account - registered,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Mauritius,Foundations,Digital Legal Identity,% of population with ID (all),World Bank: Identification For Development (ID4D),https://datacatalog.worldbank.org,1
Mauritius,Foundations,Digital Legal Identity,% of population with ID (female),World Bank: Identification For Development (ID4D),https://datacatalog.worldbank.org,1
Mauritius,Foundations,Digital Legal Identity,can ID be used for transactions,World Bank: Identification For Development (ID4D),https://datacatalog.worldbank.org,1
Mauritius,Foundations,Digital Legal Identity,Is personal data siloed,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,0
Mauritius,Foundations,Data Exchange,Open data index,Open Knowledge Foundation: Global Open Data Index,https://index.okfn.org,0
Mayotte,Foundations,Digital Payments,Digital payments penetration,Portulans Institute: Network Readiness Index ,https://networkreadinessindex.org,0
Mayotte,Foundations,Digital Payments,% of population with digital finance account,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Mayotte,Foundations,Digital Payments,Made or received digital payments in the past year (% age 15+) - all,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Mayotte,Foundations,Digital Payments,Made or received digital payments in the past year (% age 15+) - female,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Mayotte,Foundations,Digital Payments,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Mayotte,Foundations,Digital Payments,% Making online transactions - Men,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Mayotte,Foundations,Digital Payments,% Making online transactions - Women,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Mayotte,Foundations,Digital Payments,% of population with digital finance account - registered,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Mayotte,Foundations,Digital Legal Identity,% of population with ID (all),World Bank: Identification For Development (ID4D),https://datacatalog.worldbank.org,0
Mayotte,Foundations,Digital Legal Identity,% of population with ID (female),World Bank: Identification For Development (ID4D),https://datacatalog.worldbank.org,0
Mayotte,Foundations,Digital Legal Identity,can ID be used for transactions,World Bank: Identification For Development (ID4D),https://datacatalog.worldbank.org,0
Mayotte,Foundations,Digital Legal Identity,Is personal data siloed,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,0
Mayotte,Foundations,Data Exchange,Open data index,Open Knowledge Foundation: Global Open Data Index,https://index.okfn.org,0
Mozambique,Foundations,Digital Payments,Digital payments penetration,Portulans Institute: Network Readiness Index ,https://networkreadinessindex.org,0
Mozambique,Foundations,Digital Payments,% of population with digital finance account,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Mozambique,Foundations,Digital Payments,Made or received digital payments in the past year (% age 15+) - all,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Mozambique,Foundations,Digital Payments,Made or received digital payments in the past year (% age 15+) - female,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Mozambique,Foundations,Digital Payments,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Mozambique,Foundations,Digital Payments,% Making online transactions - Men,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Mozambique,Foundations,Digital Payments,% Making online transactions - Women,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Mozambique,Foundations,Digital Payments,% of population with digital finance account - registered,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Mozambique,Foundations,Digital Legal Identity,% of population with ID (all),World Bank: Identification For Development (ID4D),https://datacatalog.worldbank.org,1
Mozambique,Foundations,Digital Legal Identity,% of population with ID (female),World Bank: Identification For Development (ID4D),https://datacatalog.worldbank.org,1
Mozambique,Foundations,Digital Legal Identity,can ID be used for transactions,World Bank: Identification For Development (ID4D),https://datacatalog.worldbank.org,1
Mozambique,Foundations,Digital Legal Identity,Is personal data siloed,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,0
Mozambique,Foundations,Data Exchange,Open data index,Open Knowledge Foundation: Global Open Data Index,https://index.okfn.org,1
Réunion,Foundations,Digital Payments,Digital payments penetration,Portulans Institute: Network Readiness Index ,https://networkreadinessindex.org,0
Réunion,Foundations,Digital Payments,% of population with digital finance account,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Réunion,Foundations,Digital Payments,Made or received digital payments in the past year (% age 15+) - all,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Réunion,Foundations,Digital Payments,Made or received digital payments in the past year (% age 15+) - female,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Réunion,Foundations,Digital Payments,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Réunion,Foundations,Digital Payments,% Making online transactions - Men,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Réunion,Foundations,Digital Payments,% Making online transactions - Women,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Réunion,Foundations,Digital Payments,% of population with digital finance account - registered,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Réunion,Foundations,Digital Legal Identity,% of population with ID (all),World Bank: Identification For Development (ID4D),https://datacatalog.worldbank.org,0
Réunion,Foundations,Digital Legal Identity,% of population with ID (female),World Bank: Identification For Development (ID4D),https://datacatalog.worldbank.org,0
Réunion,Foundations,Digital Legal Identity,can ID be used for transactions,World Bank: Identification For Development (ID4D),https://datacatalog.worldbank.org,0
Réunion,Foundations,Digital Legal Identity,Is personal data siloed,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,0
Réunion,Foundations,Data Exchange,Open data index,Open Knowledge Foundation: Global Open Data Index,https://index.okfn.org,0
Rwanda,Foundations,Digital Payments,Digital payments penetration,Portulans Institute: Network Readiness Index ,https://networkreadinessindex.org,0
Rwanda,Foundations,Digital Payments,% of population with digital finance account,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Rwanda,Foundations,Digital Payments,Made or received digital payments in the past year (% age 15+) - all,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Rwanda,Foundations,Digital Payments,Made or received digital payments in the past year (% age 15+) - female,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Rwanda,Foundations,Digital Payments,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Rwanda,Foundations,Digital Payments,% Making online transactions - Men,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Rwanda,Foundations,Digital Payments,% Making online transactions - Women,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
